"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"woa.1",241.142377894958,9,11,0.0257481718633538,0.0854700854700855,259.54569196701
"woa.1",653.497883527023,6,8,0.012462987521023,0.0712250712250712,426.655692577362
"woa.1",122.897799835321,10,6,0.0566419498136534,0.0683760683760684,184.618324995041
"woa.1",877.420766616706,11,5,0.049988336536102,0.0797720797720798,632.871863365173
"woa.1",1262.56935987435,14,6,0.012010450728379,0.0598290598290598,905.800627946854
"woa.1",1230.95196580712,6,8,0.0324190821921742,0.0655270655270655,680.023299455643
"woa.1",903.226248727399,5,9,0.00588774843961857,0.0826210826210826,403.319728136063
"woa.1",1835.36546596074,3,7,0.0757402611709136,0.0740740740740741,482.000024557114
"woa.1",1575.99327643402,2,10,0.0823738392412197,0.0826210826210826,347.548490285873
"woa.1",407.517908144631,9,8,0.0293330734797049,0.0683760683760684,354.217940568924
