"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"ffa.1",2879.15214202916,3,8,0.0679560925811529,0.0683760683760684,676.492197036743
"ffa.1",1287.37624883596,4,7,0.001,0.0826210826210826,443.089777469635
"ffa.1",2357.50023839949,3,6,0.001,0.0712250712250712,562.819598197937
"ffa.1",1501.64718178478,7,6,0.0546561949178577,0.0740740740740741,727.083176612854
"ffa.1",1437.83359510442,9,6,0.1,0.0740740740740741,831.53308057785
"ffa.1",1814.4295473136,10,9,0.0596537651717663,0.0826210826210826,1133.14582395554
"ffa.1",1434.99568736614,12,6,0.001,0.0826210826210826,1040.23752069473
"ffa.1",775.243608690519,3,6,0.056476775277406,0.0683760683760684,233.917884588242
"ffa.1",363.013022345025,4,5,0.001,0.150997150997151,173.659211397171
"ffa.1",87.6150999842211,6,6,0.001,0.358974358974359,104.265558481216
