"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"ga.1",422.916551277041,15,11,0.0380205512046814,0.0512820512820513,635.395292043686
"ga.1",139.30821557343,2,11,0.0623757243156433,0.0455840455840456,644.431230068207
"ga.1",139.30821557343,2,11,0.0623757243156433,0.0455840455840456,475.983152151108
"ga.1",139.30821557343,2,11,0.0623757243156433,0.0455840455840456,616.536777734756
"ga.1",139.30821557343,2,11,0.0623757243156433,0.0455840455840456,607.812229394913
"ga.1",139.30821557343,2,11,0.0623757243156433,0.0455840455840456,567.635853528976
"ga.1",139.30821557343,2,11,0.0623757243156433,0.0455840455840456,512.309618234634
"ga.1",332.580597341061,9,9,0.0418290495872498,0.0455840455840456,714.706855535507
"ga.1",1517.63298384845,9,7,0.0125224143266678,0.0569800569800569,481.542025089264
"ga.1",139.30821557343,2,11,0.0623757243156433,0.0455840455840456,536.680089712143
