"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"hjn.2",499,4,8,0.09,0.056980056980057,493.033971071243
"hjn.2",501,4,9,0.09,0.0541310541310541,572.159520149231
"hjn.2",502,8,8,0.1,0.056980056980057,816.656618833542
"hjn.2",501,4,8,0.09,0.0541310541310541,669.149635314941
"hjn.2",501,5,9,0.1,0.056980056980057,575.327322483063
"hjn.2",501.2,5,8,0.09,0.056980056980057,741.782953262329
"hjn.2",500,6,8,0.09,0.0598290598290598,679.046619653702
"hjn.2",502,4,7,0.09,0.0541310541310541,636.763723134995
"hjn.2",500,5,8,0.1,0.0541310541310541,592.036079645157
"hjn.2",501,5,8,0.1,0.0541310541310541,598.656691551208
