"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"pso.1",1352.81406240677,7,7,0.0705440775167805,0.0683760683760684,2324.80375528336
"pso.1",648.212062862702,7,5,0.0930563959698621,0.0712250712250712,3767.85727071762
"pso.1",154.418831578922,6,6,0.0565670546667861,0.0883190883190883,2444.58645558357
"pso.1",1518.71063751454,9,8,0.0183999596732621,0.0769230769230769,2645.85711073875
"pso.1",930.601158431731,11,6,0.098055132761868,0.0740740740740741,3001.83271050453
"pso.1",889.020226177294,8,6,0.0276990408282705,0.0655270655270655,1937.61740088463
"pso.1",88.1432412853464,5,10,0.1,0.0712250712250712,2729.91926717758
"pso.1",1329.24282807298,9,6,0.1,0.0683760683760684,2487.10632300377
"pso.1",706.712698476855,8,10,0.1,0.0769230769230769,2424.14174461365
"pso.1",325.999160532374,8,8,0.1,0.0769230769230769,3282.05715107918
