"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"Rcgmin.2",500,5,8,0.09,0.0626780626780627,68.4281940460205
"Rcgmin.2",500,5,8,0.09,0.0598290598290598,67.4366943836212
"Rcgmin.2",500,5,8,0.09,0.0598290598290598,66.6964662075043
"Rcgmin.2",500,5,8,0.09,0.056980056980057,67.0812895298004
"Rcgmin.2",500,5,8,0.09,0.0626780626780627,59.4395921230316
"Rcgmin.2",500,5,8,0.09,0.056980056980057,74.0027554035187
"Rcgmin.2",500,5,8,0.09,0.0626780626780627,74.1064465045929
"Rcgmin.2",500,5,8,0.09,0.0655270655270655,74.0008051395416
"Rcgmin.2",500,5,8,0.09,0.0655270655270655,58.9203171730042
"Rcgmin.2",500,5,8,0.09,0.0655270655270655,66.8314735889435
