"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"da.2",2736.85673307279,13,11,0.00722748536869797,0.0740740740740741,3967.48222875595
"da.2",730.489148014464,5,8,0.02602011884264,0.0683760683760684,3456.37667965889
"da.2",893.103934838437,5,10,0.0818718918819178,0.0683760683760684,2386.20559382439
"da.2",1471.80194532499,4,5,0.0303167837433045,0.0683760683760684,2883.75156760216
"da.2",975.618614094777,5,10,0.00660257657161804,0.0598290598290598,2911.20857548714
"da.2",369.062291688751,7,7,0.0859776244267297,0.0683760683760684,1811.24826741219
"da.2",828.181611122748,11,5,0.00613224268758119,0.0626780626780627,3481.32261323929
"da.2",858.685797563181,11,8,0.0357154163742904,0.0712250712250712,2955.6840159893
"da.2",1249.81217694934,7,10,0.0194070616662968,0.056980056980057,3030.8209836483
"da.2",64.4289211486466,8,9,0.0236165177810472,0.0769230769230769,3039.39108967781
