"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"hjn.1",501.0001,4,7,0.09,0.0512820512820513,135.177003622055
"hjn.1",500,5,6,0.1,0.0541310541310541,131.783837795258
"hjn.1",500,6,8,0.1,0.0541310541310541,165.230741977692
"hjn.1",499.1,5,8,0.09,0.0541310541310541,162.607982158661
"hjn.1",500,9,6,0.1,0.056980056980057,219.449470996857
"hjn.1",501,4,8,0.09,0.056980056980057,134.331159591675
"hjn.1",499,3,9,0.09,0.0541310541310541,120.993922233582
"hjn.1",500.2,5,8,0.09,0.0512820512820513,173.181462526321
"hjn.1",500,8,11,0.09,0.056980056980057,256.556432962418
"hjn.1",501,6,8,0.09,0.0541310541310541,250.773712396622
