"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"sca.1",182.708933985444,2,11,0.1,0.0740740740740741,206.753936290741
"sca.1",821.43953678005,15,5,0.0699511709122922,0.0655270655270655,599.375986814499
"sca.1",227.458329714969,14,6,0.0337433768550955,0.0626780626780627,489.075274944305
"sca.1",978.719509256106,12,7,0.0662382379857159,0.0712250712250712,537.126880407333
"sca.1",1767.36652502098,14,12,0.0167742862698133,0.0854700854700855,880.073357343674
"sca.1",669.846237554919,15,6,0.090066429900218,0.0598290598290598,868.029644727707
"sca.1",1556.50149916683,10,5,0.0738053074904394,0.0598290598290598,713.015372991562
"sca.1",2358.74196061637,6,5,0.00379633573898743,0.0740740740740741,490.487951040268
"sca.1",2081.3037779626,5,9,0.0850653442922389,0.0712250712250712,634.837821483612
"sca.1",902.015917580619,15,12,0.0353680718833244,0.0769230769230769,503.360545873642
