data,method,optimizer,fast,cross,loss_type,time,loss,loss_mse_acc_10,loss_mae_auc_10
Pima,en,hjn,FALSE,3,class,2.47559571266174,0.779947916666667,0.776041666666667,0.829149253731343
Pima,en,hjn,FALSE,3,class,1.34268403053284,0.78125,0.76953125,0.828380597014922
Pima,en,hjn,FALSE,3,class,1.15073704719543,0.779947916666667,0.7578125,0.823873134328356
Pima,en,hjn,FALSE,3,class,1.26799464225769,0.782552083333333,0.770833333333333,0.83055223880597
Pima,en,hjn,FALSE,3,class,1.07883620262146,0.776041666666667,0.759114583333333,0.824835820895521
Pima,en,hjn,FALSE,3,class,1.14322972297668,0.78125,0.772135416666667,0.832470149253732
Pima,en,hjn,FALSE,3,class,1.18860173225403,0.772135416666667,0.76953125,0.828574626865671
Pima,en,hjn,FALSE,3,class,1.12971901893616,0.7734375,0.764322916666667,0.827776119402981
Pima,en,hjn,FALSE,3,class,1.0010826587677,0.776041666666667,0.770833333333333,0.826291044776118
Pima,en,hjn,FALSE,3,class,1.25979804992676,0.774739583333333,0.76953125,0.828910447761191
