data,method,optimizer,fast,cross,loss_type,time,loss,loss_mse_acc_10,loss_mae_auc_10
Crime,svm,ga,0.25,10,mse,2.46809864044189,493.962825627524,777.9067238937,21.5264520973914
Crime,svm,ga,0.25,10,mse,1.33014059066772,623.93794786307,642.69714024079,19.5317027580834
Crime,svm,ga,0.25,10,mse,2.06763005256653,442.414082651907,820.208598066253,21.750800327821
Crime,svm,ga,0.25,10,mse,2.19005107879639,528.956075302905,626.111617717319,19.4528555916292
Crime,svm,ga,0.25,10,mse,1.73144388198853,540.908966240271,828.951700961364,21.6588161038063
Crime,svm,ga,0.25,10,mse,1.95710062980652,429.60574650224,988.14404865882,24.2464528492182
Crime,svm,ga,0.25,10,mse,2.01931238174438,540.966943999785,713.405704669069,21.4756183366155
Crime,svm,ga,0.25,10,mse,1.03336071968079,564.3701920903,740.022642246724,20.5143471526712
Crime,svm,ga,0.25,10,mse,1.90358233451843,458.247717051089,838.190140875885,22.2104629287464
Crime,svm,ga,0.25,10,mse,1.99082398414612,479.990956468236,755.761478689919,21.2821491592527
