data,method,optimizer,fast,cross,loss_type,time,loss,loss_mse_acc_10,loss_mae_auc_10
Crime,gbm,hjn,FALSE,10,mse,83.2746996879578,450.369301753094,245.138006351442,8.50521684791314
Crime,gbm,hjn,FALSE,10,mse,97.3413405418396,423.771562835297,263.029625235081,8.76905958494162
Crime,gbm,hjn,FALSE,10,mse,76.5334270000458,451.759554834033,324.418364715567,9.22605723414247
Crime,gbm,hjn,FALSE,10,mse,68.1791610717773,428.127438818278,331.155962179391,9.29829100150802
Crime,gbm,hjn,FALSE,10,mse,64.0928726196289,437.21831845339,251.842414332751,7.90278667649624
Crime,gbm,hjn,FALSE,10,mse,56.1289086341858,466.169291577012,287.882008880358,8.89116104463287
Crime,gbm,hjn,FALSE,10,mse,62.7663543224335,440.384461812221,276.053984872618,8.92194950743538
Crime,gbm,hjn,FALSE,10,mse,37.2190413475037,484.236418478045,359.967045508225,10.3860361082569
Crime,gbm,hjn,FALSE,10,mse,52.6675500869751,454.073397964764,290.628289372453,8.80780815457242
Crime,gbm,hjn,FALSE,10,mse,83.3620727062225,444.574264556398,279.766788090104,9.00469137505086
