data,method,optimizer,fast,cross,loss_type,time,loss,loss_mse_acc_10,loss_mae_auc_10
Crime,svm,hjn,FALSE,3,mse,0.514107465744019,461.869512686164,644.195862571564,19.3096226751113
Crime,svm,hjn,FALSE,3,mse,0.538965702056885,687.330683989319,900.218796523491,22.9776128915632
Crime,svm,hjn,FALSE,3,mse,0.525064706802368,562.012693604393,654.16986447975,20.0886025256179
Crime,svm,hjn,FALSE,3,mse,0.850053548812866,448.316212477735,619.340533263235,19.2676405922604
Crime,svm,hjn,FALSE,3,mse,0.746798992156982,562.541018832832,658.829754592187,20.1221163880789
Crime,svm,hjn,FALSE,3,mse,0.553726434707642,527.960363971021,557.886420815892,18.0425873369588
Crime,svm,hjn,FALSE,3,mse,0.602207183837891,430.767730571835,598.921077824805,19.2183627058656
Crime,svm,hjn,FALSE,3,mse,0.547024965286255,479.155679476555,586.902359828402,18.439656637352
Crime,svm,hjn,FALSE,3,mse,0.426437854766846,550.226884070253,782.965932732184,21.1320332837181
Crime,svm,hjn,FALSE,3,mse,0.579146146774292,546.454102793322,711.48721820728,19.9856765986547
