"Cost","Gamma","Epsilon","MSE","MSE_UCL","Time"
-10,-25,0.4,86.4372342453321,102.813714003211,0.276371240615845
-10,-24,0.4,86.6094131332987,105.493082348611,0.949882745742798
-10,-23,0.4,86.5442359774048,100.429317975682,0.263937711715698
-10,-22,0.4,86.4790141549466,106.311882025575,0.272773265838623
-10,-21,0.4,86.411281010837,103.20655665497,0.278638124465942
-10,-20,0.4,86.3771936513579,101.032876203952,0.260406494140625
-10,-19,0.4,86.5926882755803,103.781385970912,0.260072231292725
-10,-18,0.4,86.4275232519757,107.093111195176,0.29221773147583
-10,-17,0.4,86.4399992262984,101.963236916035,0.331145048141479
-10,-16,0.4,86.6255387912817,100.309847757788,0.282091856002808
-10,-15,0.4,86.3383091873482,105.270727108096,0.284874200820923
-10,-14,0.4,86.6033977087465,99.5858759558878,0.273552656173706
-10,-13,0.4,86.4696051236862,104.586910487065,0.272006273269653
-10,-12,0.4,86.59738616032,100.587051068102,0.268202543258667
-10,-11,0.4,86.3795387271716,100.421456426676,0.257975578308105
-10,-10,0.4,86.3124529085593,102.112022841272,0.256356954574585
-10,-9,0.4,86.1436075830899,101.172065399567,0.274329423904419
-10,-8,0.4,85.3091171960425,104.616589635103,0.261058568954468
-10,-7,0.4,84.6690029871974,94.8594634622,0.264721870422363
-10,-6,0.4,83.7121129052663,96.1567614035823,0.251824378967285
-10,-5,0.4,83.4649669003998,102.636008810123,0.234792947769165
-10,-4,0.4,83.4812907665624,98.0611492638837,0.225032091140747
-10,-3,0.4,84.5918646698261,103.705846701179,0.230299234390259
-10,-2,0.4,85.347348517325,100.545617148534,0.225947618484497
-10,-1,0.4,85.814331413258,99.3666026327514,0.227431058883667
-10,0,0.4,86.1897348060228,99.2479281194749,0.23969554901123
-10,1,0.4,86.4835285777729,95.6327772936655,0.287949085235596
-10,2,0.4,86.3962859530032,108.193518228014,0.285467386245728
-10,3,0.4,86.4546998242043,101.449140476149,0.263943433761597
-10,4,0.4,86.5195100839332,105.208208184061,0.320755004882812
-10,5,0.4,86.4470703947358,102.09729162286,0.403482675552368
-10,6,0.4,86.5381733578285,101.751311151516,0.416877508163452
-10,7,0.4,86.5252079212306,100.511644609621,0.424047231674194
-10,8,0.4,86.4736330999869,97.8793922136536,0.425367116928101
-10,9,0.4,86.5611132073203,106.794501822036,0.424819469451904
-10,10,0.4,86.3974574507324,103.084866349985,0.422119855880737
-9,-25,0.4,86.3745095694304,102.588671133891,0.26399827003479
-9,-24,0.4,86.4424335680701,102.216073223864,0.255913734436035
-9,-23,0.4,86.4528797532918,100.969582704483,0.257724523544312
-9,-22,0.4,86.9551007307207,100.012725221844,0.351679086685181
-9,-21,0.4,86.5556153242082,102.969343642624,0.253082752227783
-9,-20,0.4,86.3658853841038,97.9811574311064,0.255500793457031
-9,-19,0.4,86.3751738665489,98.4175769570155,0.258997201919556
-9,-18,0.4,86.3651909990931,104.999204671945,0.274016857147217
-9,-17,0.4,86.7690775148203,104.219828633448,0.257631540298462
-9,-16,0.4,86.6908357017145,103.404172585097,0.253151893615723
-9,-15,0.4,86.4269891028914,94.4886382530541,0.255761861801147
-9,-14,0.4,86.4733080527997,100.727363512035,0.254739046096802
-9,-13,0.4,86.4237290081265,102.286221539986,0.255449295043945
-9,-12,0.4,86.2479151798171,101.497570453984,0.265043973922729
-9,-11,0.4,86.2408499255456,101.614827575012,0.256881713867188
-9,-10,0.4,85.7807963815419,102.076005118488,0.254907131195068
-9,-9,0.4,85.2880650357615,98.069440101512,0.24970269203186
-9,-8,0.4,84.5613443196101,96.7041502578309,0.251579999923706
-9,-7,0.4,82.8373492423949,97.6789999932376,0.2437424659729
-9,-6,0.4,81.1952307778985,97.7427690029221,0.237387418746948
-9,-5,0.4,80.6068862241234,99.7225117282184,0.228113412857056
-9,-4,0.4,80.9811688840969,97.390992697268,0.221295356750488
-9,-3,0.4,82.9135720932529,93.1686629128837,0.230629444122314
-9,-2,0.4,84.6277236477532,99.5182147478309,0.229939699172974
-9,-1,0.4,85.4217730698181,103.042229228031,0.231520652770996
-9,0,0.4,86.1702842011895,99.3253546430869,0.243362188339233
-9,1,0.4,86.2938909797229,106.299310821069,0.288733959197998
-9,2,0.4,86.3291287660981,97.592482615536,0.285889863967896
-9,3,0.4,86.4324975703118,103.786059634572,0.265095949172974
-9,4,0.4,86.6452919322477,98.6768689950784,0.317432403564453
-9,5,0.4,86.4775815886531,100.667906854189,0.405407905578613
-9,6,0.4,86.7360027579697,108.527886891306,0.421662092208862
-9,7,0.4,86.429002546207,97.2144826473703,0.417866230010986
-9,8,0.4,86.802495589525,108.928350235546,0.423231363296509
-9,9,0.4,86.9023591973261,105.234396911028,0.421633958816528
-9,10,0.4,86.4969040107144,99.4551575963466,0.432240724563599
-8,-25,0.4,86.6950271563554,105.37508985428,0.264480352401733
-8,-24,0.4,86.4684594414376,104.035413389939,0.257680177688599
-8,-23,0.4,86.4662286346461,103.548426446025,0.258855581283569
-8,-22,0.4,86.5237389036773,99.868390440446,0.25670862197876
