"Cost","Gamma","Epsilon","MSE","MSE_UCL","Time"
-10,-25,0.9,84.6546263469108,100.804159119982,0.171931982040405
-10,-24,0.9,84.6627114270615,100.042041348582,0.909181118011475
-10,-23,0.9,84.7150587604896,98.9358574449366,0.152504920959473
-10,-22,0.9,84.6835414199434,98.3130957879866,0.155656814575195
-10,-21,0.9,84.60484950247,91.3794631926898,0.150721788406372
-10,-20,0.9,84.3796513405663,98.8124225731802,0.173624753952026
-10,-19,0.9,84.2341664721592,91.7135147187978,0.181850910186768
-10,-18,0.9,84.5968780307506,99.0801579311567,0.154216766357422
-10,-17,0.9,84.4530316379779,103.17195122289,0.160451889038086
-10,-16,0.9,84.434537229944,98.3073235473637,0.15078067779541
-10,-15,0.9,84.8747525595299,100.561538589947,0.154099941253662
-10,-14,0.9,84.3554786158419,97.2279783621652,0.149976253509521
-10,-13,0.9,84.2414438139613,92.7718080328994,0.173898220062256
-10,-12,0.9,84.5553214295539,96.2589216107146,0.172507286071777
-10,-11,0.9,84.5333361790425,99.3755303676055,0.159384489059448
-10,-10,0.9,84.1483270955024,94.0956460801643,0.159617900848389
-10,-9,0.9,83.986601447404,98.565440360949,0.156899690628052
-10,-8,0.9,83.4951094726141,98.2635633683441,0.15569543838501
-10,-7,0.9,83.2658862326694,94.1617750100399,0.151771783828735
-10,-6,0.9,82.4423562282721,95.1195856986295,0.142707824707031
-10,-5,0.9,82.1898947500733,99.4509553965741,0.148761510848999
-10,-4,0.9,82.2838548050735,97.8621359063919,0.137550354003906
-10,-3,0.9,83.082009623696,95.5174259945416,0.138828754425049
-10,-2,0.9,83.7851101775126,102.863969654868,0.139185667037964
-10,-1,0.9,84.3077729913441,100.716090129705,0.136052131652832
-10,0,0.9,84.4190238812518,97.2368843294651,0.15191388130188
-10,1,0.9,84.2812161211585,90.7927258372014,0.18017578125
-10,2,0.9,84.500870206064,95.7860613865728,0.168752193450928
-10,3,0.9,84.339274149978,95.3602833716244,0.161453247070312
-10,4,0.9,84.6878743256127,97.156449598638,0.221440076828003
-10,5,0.9,84.3090161637373,93.5137512360188,0.282000541687012
-10,6,0.9,84.7956141821833,101.232685383842,0.257536888122559
-10,7,0.9,84.5715882639302,100.199533926347,0.252636194229126
-10,8,0.9,84.2856713021581,101.505741589377,0.263353586196899
-10,9,0.9,84.4104094190951,90.2902656522766,0.274681806564331
-10,10,0.9,84.4382977619586,96.8992305800008,0.286346197128296
-9,-25,0.9,84.3084738045449,95.3226819522612,0.158901929855347
-9,-24,0.9,84.4562068343052,100.14321861602,0.153558731079102
-9,-23,0.9,84.2932785990351,96.0334127999931,0.168668746948242
