"Cost","Gamma","Epsilon","MSE","MSE_UCL","Time"
2,-7,0.6,18.2385928558401,24.4602566454985,0.130962371826172
2,-6,0.6,16.4825629728098,21.6078548887418,0.868088006973267
2,-5,0.6,14.3891559795624,17.4055181920986,0.0987601280212402
2,-4,0.6,14.9364664353836,17.5269231775324,0.112308025360107
2,-3,0.6,16.9973911380683,20.1186537137396,0.103427886962891
2,-2,0.6,21.9309471043669,24.2288262490954,0.135763883590698
2,-1,0.6,30.304129133602,34.965464996681,0.166396856307983
2,0,0.6,43.2787104741268,49.7482052987065,0.272870540618896
2,1,0.6,56.8893022144878,63.2845154813488,0.347240209579468
2,2,0.6,71.3749227832511,78.9448315944315,0.355106592178345
2,3,0.6,81.0234189436905,90.308889997062,0.328207492828369
2,4,0.6,85.4227448309123,99.5395600039041,0.346072196960449
2,5,0.6,86.3703758425398,92.3792607739162,0.420710563659668
2,6,0.6,86.5510247958101,96.8617280537975,0.473206758499146
2,7,0.6,86.921931145619,97.7592780521093,0.445416688919067
2,8,0.6,86.9732041947408,98.1914015400336,0.479076147079468
2,9,0.6,86.9359618263317,100.149735806194,0.467749834060669
2,10,0.6,87.1691651290077,102.542567443294,0.440858602523804
3,-25,0.6,85.5150976758609,91.186597587024,0.218654870986938
3,-24,0.6,85.4525944777181,99.5950150501439,0.221109628677368
3,-23,0.6,85.8637315961978,102.523330756592,0.209368944168091
3,-22,0.6,85.1972267866981,93.1152906125694,0.208724021911621
3,-21,0.6,84.3885113913418,97.6049905582895,0.208972930908203
3,-20,0.6,83.4945582710497,97.9414450421941,0.208621501922607
3,-19,0.6,81.0278551279467,92.7474929801896,0.207099676132202
3,-18,0.6,76.1569755923086,87.9950424334446,0.205921411514282
3,-17,0.6,70.0453150666123,86.5982932330314,0.190595149993896
3,-16,0.6,61.2124690339302,71.4850643523693,0.174743175506592
3,-15,0.6,52.1309088227863,63.2852617900455,0.152855157852173
3,-14,0.6,45.119497709185,56.9380813210671,0.13081431388855
3,-13,0.6,38.0102058431396,44.490152188873,0.114285707473755
3,-12,0.6,33.2850129427326,39.1713715324899,0.102567434310913
3,-11,0.6,29.7157248340248,38.772227156167,0.0990381240844727
3,-10,0.6,26.0804914056516,32.2761068510911,0.100645065307617
3,-9,0.6,22.2789813290731,28.6121784163243,0.109225273132324
3,-8,0.6,18.9975572812611,25.9152040358527,0.114783763885498
3,-7,0.6,16.7416949852213,20.4664864920746,0.123480081558228
3,-6,0.6,13.8836330669792,17.468675414919,0.118199825286865
3,-5,0.6,13.8130941792023,15.5407547253159,0.116339921951294
3,-4,0.6,14.524331468303,16.4508664416677,0.116935014724731
3,-3,0.6,16.7859628640163,19.0564415906889,0.109012842178345
