"Optimizer","Cost","Gamma","Time","Error"
"ga.2",478.731306403875,-3.37163236737251,31.8177947998047,0.0427350427350427
"ga.2",266.978907137761,-3.6357150596302,37.2252869606018,0.0370370370370371
"ga.2",370.549742206931,-3.78994297981262,29.3938386440277,0.0427350427350427
"ga.2",573.164567455649,-3.4212110042572,27.5444090366364,0.0370370370370371
"ga.2",296.13074882862,-3.34335649265992,35.4570105075836,0.0370370370370371
"ga.2",300.49460416832,-3.65393482369897,36.700647354126,0.0370370370370371
"ga.2",654.57131842668,-3.32871963850299,25.0003001689911,0.0370370370370371
"ga.2",727.846290802289,-3.21561975611926,21.3287422657013,0.0370370370370371
"ga.2",766.342034861445,-3.3977950066328,27.3020603656769,0.0398860398860398
"ga.2",419.139449298382,-3.39561346173286,24.192412853241,0.0427350427350427
