"Optimizer","Cost","Gamma","Time","Error"
"two.2",638.144745496825,-3.59717002272792,20.4280352592468,0.0455840455840456
"two.2",242.511681986105,-3.13494244547505,19.9811189174652,0.056980056980057
"two.2",1023.99615739917,-2.90911243262487,20.8924250602722,0.056980056980057
"two.2",931.292697537052,-3.17060766077954,20.6229364871979,0.0512820512820512
"two.2",1023.20813049254,-3.48874031513181,19.6605052947998,0.0512820512820512
"two.2",1022.25539637655,-3.6841355912571,17.9670045375824,0.0484330484330485
"two.2",1011.29153711344,-3.32662505584667,20.0567624568939,0.0427350427350427
"two.2",1013.08053164357,-3.72715631044528,20.0470654964447,0.0541310541310541
"two.2",1023.95827780933,-3.48562271317796,19.0161006450653,0.0455840455840456
"two.2",1022.10362701449,-3.46509830510669,19.8483746051788,0.0512820512820512
