"Optimizer","Cost","Gamma","Time","Error"
"GOA.2",845.838754125098,-2.93951126447548,27.3365194797516,0.0598290598290598
"GOA.2",845.838754125098,-2.93951126447548,26.7274518013,0.0598290598290598
"GOA.2",845.838754125098,-2.93951126447548,26.4347169399261,0.0598290598290598
"GOA.2",845.838754125098,-2.93951126447548,26.3794193267822,0.0598290598290598
"GOA.2",845.838754125098,-2.93951126447548,26.4571721553802,0.0598290598290598
"GOA.2",845.838754125098,-2.93951126447548,26.4193043708801,0.0598290598290598
"GOA.2",845.838754125098,-2.93951126447548,26.482549905777,0.0598290598290598
"GOA.2",845.838754125098,-2.93951126447548,26.4307594299316,0.0598290598290598
"GOA.2",845.838754125098,-2.93951126447548,26.383430480957,0.0598290598290598
"GOA.2",845.838754125098,-2.93951126447548,26.3294630050659,0.0598290598290598
