"Optimizer","Cost","Gamma","Time","Error"
"PSO.2",1026.779526114,22.3648971049115,104.16050696373,0.353276353276353
"PSO.2",1026.779526114,22.3648971049115,103.861060380936,0.353276353276353
"PSO.2",1026.779526114,22.3648971049115,103.192944765091,0.353276353276353
"PSO.2",1026.779526114,22.3648971049115,100.711612939835,0.353276353276353
"PSO.2",1026.779526114,22.3648971049115,100.614453792572,0.353276353276353
"PSO.2",1026.779526114,22.3648971049115,100.567643880844,0.353276353276353
"PSO.2",1026.779526114,22.3648971049115,100.622138261795,0.353276353276353
"PSO.2",1026.779526114,22.3648971049115,100.598373413086,0.353276353276353
"PSO.2",1026.779526114,22.3648971049115,100.48114824295,0.353276353276353
"PSO.2",1026.779526114,22.3648971049115,100.644544363022,0.353276353276353
