"Optimizer","Cost","Gamma","Time","Error"
"hjn.2",31,-6,5.03568172454834,0.0455840455840456
"hjn.2",32.9,-4,9.70444059371948,0.0398860398860398
"hjn.2",34,-4.999,5.72335767745972,0.0427350427350427
"hjn.2",31,-5,4.27610325813293,0.0398860398860398
"hjn.2",30.8999,-4,8.45833826065063,0.0427350427350427
"hjn.2",35,-4,6.24151420593262,0.0455840455840456
"hjn.2",32,-5,3.38308382034302,0.0427350427350427
"hjn.2",32,-4,5.95874238014221,0.0427350427350427
"hjn.2",32,-6,4.63906311988831,0.0455840455840456
"hjn.2",28,-3.9999999,8.03812980651855,0.0398860398860398
