"Optimizer","Cost","Gamma","Time","Error"
"Rcgmin.2",10.0000316089844,-4.99993678203126,10.580313205719,0.0427350427350427
"Rcgmin.2",10.00000000036,-4.99999999927991,8.10460686683655,0.0455840455840456
"Rcgmin.2",10,-5,1.36342811584473,0.0484330484330485
"Rcgmin.2",10,-5,2.799640417099,0.0512820512820512
"Rcgmin.2",10,-5,0.697667360305786,0.0455840455840456
"Rcgmin.2",10,-5,0.388803720474243,0.0512820512820512
"Rcgmin.2",9.99999999999999,-5,48.2913131713867,0.0398860398860398
"Rcgmin.2",9.99999999999999,-5,5.3289692401886,0.0484330484330485
"Rcgmin.2",9.99999304022362,-4.99993678203125,40.774304151535,0.0427350427350427
"Rcgmin.2",9.99999999999606,-4.99999999999212,19.3932619094849,0.0427350427350427
