"Optimizer","Nu","Iter","Depth","Error","Time"
"mfo.2",0.218910067106993,208,11,0.0712250712250712,8387.21931004524
"mfo.2",0.684672599664999,50,12,0.0712250712250712,8815.39366412163
"mfo.2",0.0147813714540504,178,20,0.0740740740740741,8381.25622558594
"mfo.2",0.128832780916028,300,20,0.0655270655270655,11215.9848606586
"mfo.2",0.01,275,5,0.0626780626780627,8288.02159166336
"mfo.2",0.0992793127656579,259,19,0.056980056980057,9000.91230297089
"mfo.2",0.527423820415683,162,5,0.0598290598290598,5339.98828363419
"mfo.2",0.801180887371651,93,5,0.0740740740740741,7124.16712832451
"mfo.2",0.15607420956551,50,12,0.0683760683760684,6740.7984290123
"mfo.2",0.14102547563972,50,17,0.0712250712250712,5349.60403180122
