"Optimizer","Nu","Iter","Depth","Error","Time"
"woa.1",0.355864100139317,51,14,0.0626780626780627,822.284959793091
"woa.1",0.397987079095018,50,8,0.0740740740740741,1250.84664487839
"woa.1",0.771089583266659,231,15,0.0883190883190883,2908.66887521744
"woa.1",0.639133725164021,143,20,0.0769230769230769,1747.13404393196
"woa.1",0.0723301256429723,294,8,0.0626780626780627,3023.91516923904
"woa.1",0.400904568428814,166,8,0.0911680911680912,2009.95527410507
"woa.1",0.706831469503231,72,8,0.0826210826210826,1119.54190659523
"woa.1",0.829005643271375,78,7,0.0911680911680912,1078.00383925438
"woa.1",0.14992138243746,260,18,0.0598290598290598,3092.96998143196
"woa.1",0.548298770193565,184,9,0.0826210826210826,2260.1033718586
