"Optimizer","Nu","Iter","Depth","Error","Time"
"hjn.2",0.7,99,2,0.0598290598290598,2111.91419625282
"hjn.2",1,101,3,0.0626780626780627,2035.64796853065
"hjn.2",0.7,100,2,0.0626780626780627,2147.28093934059
"hjn.2",1,100,2,0.0598290598290598,2239.97093224525
"hjn.2",0.7,99,2,0.056980056980057,2462.17062902451
"hjn.2",0.7001,100,3,0.0512820512820513,2666.69639182091
"hjn.2",1,103,5,0.0541310541310541,3699.12839317322
"hjn.2",1,101,2,0.0626780626780627,1740.17918372154
"hjn.2",0.69999,100,2,0.056980056980057,2874.61498117447
"hjn.2",0.7,99,4,0.056980056980057,2695.83451509476
