"Optimizer","Nu","Iter","Depth","Error","Time"
"pso.2",0.547940077239936,99,16,0.0740740740740741,22214.9122614861
"pso.2",0.89956197249116,294,3,0.0683760683760684,24893.8292143345
"pso.2",0.591375960207632,108,15,0.0797720797720798,24673.8017365932
"pso.2",0.0512161779656844,225,11,0.0626780626780627,22226.9066114426
"pso.2",0.161649082344867,172,16,0.0655270655270655,21821.8213822842
"pso.2",0.496572065806275,71,5,0.0683760683760684,14959.4862985611
"pso.2",0.177469483257473,76,9,0.0626780626780627,20712.0424661636
"pso.2",0.557010214886355,154,14,0.0683760683760684,21274.8911445141
"pso.2",0.245791409735066,248,11,0.0712250712250712,23850.4925401211
"pso.2",0.37778440263273,235,5,0.0626780626780627,26585.9085173607
