"Optimizer","Nu","Iter","Depth","Error","Time"
"sca.2",0.250251388621982,241,9,0.0712250712250712,6836.82723593712
"sca.2",0.01,216,20,0.0769230769230769,7224.85151481628
"sca.2",0.88596481351257,101,15,0.0740740740740741,5504.95482206345
"sca.2",0.0344996704510413,283,12,0.0626780626780627,9974.66151690483
"sca.2",0.742241689692463,58,20,0.0683760683760684,4762.7138774395
"sca.2",1,230,20,0.0712250712250712,8921.66838169098
"sca.2",0.0884241492206376,89,13,0.0712250712250712,6816.25256943703
"sca.2",0.561308607410437,196,20,0.0854700854700855,7755.09609222412
"sca.2",0.286034339566249,288,16,0.0683760683760684,9015.53297543526
"sca.2",0.63586528087481,78,20,0.0797720797720798,5351.02507138252
