"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"ffa.1",388.787631550152,5,7,0.001,0.319010416666667,118.576955795288
"ffa.1",69.5558984958101,9,7,0.0931072240695357,0.252604166666667,67.7783946990967
"ffa.1",419.531484348467,13,9,0.001,0.287760416666667,210.618514537811
"ffa.1",117.423795659468,11,5,0.001,0.348958333333333,88.8841667175293
"ffa.1",99.943127705995,6,12,0.001,0.348958333333333,53.6469104290009
"ffa.1",842.446117602987,4,6,0.1,0.28515625,193.261462211609
"ffa.1",1232.20627288362,2,7,0.0932425832599402,0.27734375,170.723764181137
"ffa.1",1643.77491947799,8,6,0.0957535178158432,0.27734375,480.726601839066
"ffa.1",1532.09701075354,3,10,0.0662035590503365,0.295572916666667,253.903840780258
"ffa.1",598.886014794512,2,5,0.1,0.26953125,87.9429199695587
