"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"hjkb.1",499.296257019043,5,6,0.0776365661621094,0.248697916666667,648.29459643364
"hjkb.1",500.85888671875,5,6,0.0058172607421875,0.22265625,522.420516014099
"hjkb.1",499.843002319336,7,8,0.00363595581054688,0.23046875,754.68813085556
"hjkb.1",498.964653015137,6,7,0.016838623046875,0.227864583333333,604.003283500671
"hjkb.1",498.760604858398,5,6,0.0256422424316406,0.23828125,550.302638053894
"hjkb.1",501.103679656982,7,7,0.0156019592285156,0.227864583333333,682.913988351822
"hjkb.1",499.458560943604,5,6,0.00416168212890625,0.225260416666667,573.775669574738
"hjkb.1",500.214820861816,6,8,0.0476759338378906,0.240885416666667,625.281908273697
"hjkb.1",501.359046936035,4,7,0.0081976318359375,0.223958333333333,426.997162342072
"hjkb.1",497.276714324951,1,5,0.04245361328125,0.223958333333333,229.543322563171
