"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"sca.1",63.3939687317159,8,7,0.0931882666759242,0.25,142.440365552902
"sca.1",50,1,8,0.0993410659614103,0.243489583333333,161.625175714493
"sca.1",971.441069543179,15,12,0.00209062136729463,0.2421875,271.958695411682
"sca.1",100.288601529432,15,5,0.0212349411878429,0.244791666666667,333.473540067673
"sca.1",2937.30570075833,8,12,0.00114385286081789,0.244791666666667,652.936053037643
"sca.1",50,6,8,0.0484441603474781,0.239583333333333,185.916217803955
"sca.1",220.196552338162,1,12,0.026298215104164,0.233072916666667,165.612097263336
"sca.1",975.232288071943,1,5,0.0485561557331473,0.244791666666667,213.229390382767
"sca.1",70.2724059652379,1,5,0.1,0.235677083333333,106.297757863998
"sca.1",917.844751203824,1,5,0.00320367122231392,0.2421875,290.336890459061
