"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"hjn.2",501,7,9,0.031,0.231770833333333,560.738716602325
"hjn.2",501,4,8,0.09,0.240885416666667,366.860591650009
"hjn.2",503,5,10,0.09,0.247395833333333,434.78436589241
"hjn.2",503,5,5,0.09,0.240885416666667,366.432309627533
"hjn.2",502.00099,1,7,0.1,0.2265625,206.626378774643
"hjn.2",500.1,5,7,0.09,0.243489583333333,403.176961183548
"hjn.2",505.001,1,7,0.09,0.2265625,243.003514766693
"hjn.2",499.9,5,8,0.09,0.243489583333333,371.692334890366
"hjn.2",501.9,7,5,0.09,0.235677083333333,521.790461063385
"hjn.2",499,6,9,0.1,0.244791666666667,450.06742477417
