"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"woa.2",905.348783912577,6,7,0.00286104766830467,0.233072916666667,1171.28454637527
"woa.2",288.426463505397,15,12,0.0094435554800697,0.24609375,911.23609662056
"woa.2",494.662007746322,11,5,0.00535929214669253,0.231770833333333,1042.41542005539
"woa.2",2234.79285740759,1,8,0.0384653052373324,0.252604166666667,1089.62919545174
"woa.2",1753.11518233538,1,7,0.00544736686625805,0.235677083333333,750.442363023758
"woa.2",1121.15609068237,15,12,0.00183237784632959,0.233072916666667,2022.92158222198
"woa.2",132.873115676083,11,5,0.0179260219389691,0.229166666666667,700.163340806961
"woa.2",986.689929593507,6,7,0.00137150100600349,0.239583333333333,1332.09576964378
"woa.2",1191.01903890118,5,8,0.00441993554161827,0.244791666666667,1446.55640363693
"woa.2",135.729601567676,14,6,0.0168628139246593,0.229166666666667,461.177796363831
