"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"goa.1",2364.48591440269,10,5,0.00444791574159318,0.259114583333333,804.695284843445
"goa.1",50,6,11,0.0232305002859417,0.243489583333333,57.1789529323578
"goa.1",998.923190459196,9,6,0.00474620108377441,0.2421875,361.281591176987
"goa.1",2300.45986265923,14,8,0.062311268099839,0.283854166666667,1035.08065342903
"goa.1",2189.00538892645,8,8,0.00237281650213374,0.23828125,613.730720281601
"goa.1",1479.11280128102,6,10,0.0555992982459571,0.265625,367.631155967712
"goa.1",614.173957989653,2,10,0.0213365857142054,0.244791666666667,98.5313465595245
"goa.1",2303.26097946853,13,6,0.00323222890312089,0.265625,942.671383142471
"goa.1",1646.50953908691,2,9,0.00337438750584637,0.23828125,192.045737743378
"goa.1",676.454595883326,7,7,0.0962261227169519,0.259114583333333,204.359028100967
