data,method,optimizer,fast,cross,loss_type,time,loss,loss_mse_acc_10,loss_mae_auc_10
BreastCancer,en,ga,50,10,auc,5.68140649795532,0.977223012140435,0.964860907759883,0.995288175204493
BreastCancer,en,ga,50,10,auc,2.07297515869141,0.973761347478946,0.967789165446559,0.995193938708583
BreastCancer,en,ga,50,10,auc,2.58473324775696,0.977317847925352,0.967789165446559,0.99497719476799
BreastCancer,en,ga,50,10,auc,2.56890535354614,0.979499572565266,0.966325036603221,0.994967771118399
BreastCancer,en,ga,50,10,auc,2.58958554267883,0.978245652411681,0.969253294289897,0.995137396811037
BreastCancer,en,ga,50,10,auc,2.16365647315979,0.979430448829899,0.964860907759883,0.995118549511855
BreastCancer,en,ga,50,10,auc,3.14759063720703,0.9807781201849,0.967789165446559,0.995080854913491
BreastCancer,en,ga,50,10,auc,2.00011324882507,0.977340554880071,0.967789165446559,0.994854687323307
BreastCancer,en,ga,50,10,auc,2.85113954544067,0.978583799626965,0.966325036603221,0.995062007614309
BreastCancer,en,ga,50,10,auc,1.89209032058716,0.977294739159146,0.963396778916545,0.995137396811037
