"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"hjkb.1",2000,8,5,0.01,1e+300,1.18094825744629
"hjkb.1",2000,8,5,0.01,1e+300,0.625774383544922
"hjkb.1",2000,8,5,0.01,1e+300,0.522105932235718
"hjkb.1",2000,8,5,0.01,1e+300,0.525623798370361
"hjkb.1",2000,8,5,0.01,1e+300,0.54710841178894
"hjkb.1",2000,8,5,0.01,1e+300,0.52930760383606
"hjkb.1",2000,8,5,0.01,1e+300,0.525645017623901
"hjkb.1",2000,8,5,0.01,1e+300,0.548259019851685
"hjkb.1",2000,8,5,0.01,1e+300,0.522232532501221
"hjkb.1",2000,8,5,0.01,1e+300,0.519850254058838
