"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"alo.1",1018.99513660464,5,8,0.061213544823695,1e+300,1.01915669441223
"alo.1",465.189959586132,7,6,0.0787887738782447,1e+300,0.521800756454468
"alo.1",4696.73565729754,2,6,0.0290303820029367,1e+300,0.455174684524536
"alo.1",3269.94900619611,7,9,0.0732777510541491,1e+300,0.432634830474854
"alo.1",1279.79721695883,13,8,0.053187134841457,1e+300,0.430206537246704
"alo.1",3266.80888438132,6,8,0.0672571224374697,1e+300,0.433087110519409
"alo.1",3648.67926089792,4,5,0.0474462983058766,1e+300,0.430902004241943
"alo.1",4302.52700699493,13,7,0.0999128993442282,1e+300,0.457845449447632
"alo.1",4964.7427532007,6,6,0.00518298953212798,1e+300,0.471426010131836
"alo.1",1607.78556651203,4,6,0.0558369718692266,1e+300,0.447508573532104
