"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"gwo.2",3153.21054122214,14,5,0.0283812433366777,2069.13795078824,46.3639039993286
"gwo.2",603.581608049496,15,5,0.0397825571580124,1634.8473254314,16.3829803466797
"gwo.2",1464.62882665259,1,5,0.0312679463479162,1844.94955138613,25.4903857707977
"gwo.2",2801.93009860984,2,5,0.00101366089782338,1478.31761881659,45.92693567276
"gwo.2",4904.17802226066,7,5,0.00170331294459927,1565.32427525825,59.8814759254456
"gwo.2",1728.89961544284,9,5,0.00157304871852575,1288.92486700042,26.8852038383484
"gwo.2",136.043864980269,6,5,0.019454127869291,1280.25704732045,10.3239548206329
"gwo.2",1512.89745696586,10,5,0.0193903835766975,1732.99842028705,26.8730940818787
"gwo.2",51.4700844809421,7,5,0.074114070765107,1439.4019153123,8.61124157905579
"gwo.2",639.382863171278,3,5,0.0109372377033341,1522.23839149247,15.7110035419464
