"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"mfo.1",1414.04322570888,12,6,0.0349548530429602,1e+300,0.893093109130859
"mfo.1",3068.73989945743,10,10,0.0696641354181338,1e+300,0.532651662826538
"mfo.1",706.900459120516,11,6,0.0572353485967033,1e+300,0.435726881027222
"mfo.1",1607.37937759841,8,9,0.0529442697879858,1e+300,0.406654119491577
"mfo.1",4507.41868591867,4,9,0.0612619514900725,1e+300,0.409725904464722
"mfo.1",4599.82427345822,4,6,0.0746417001369409,1e+300,0.412111043930054
"mfo.1",240.380733902566,6,9,0.0285758829573169,1e+300,0.426403284072876
"mfo.1",4958.13698264537,5,9,0.0662121893269941,1e+300,0.416329383850098
"mfo.1",1835.03857451724,9,5,0.0306585011936259,1e+300,0.409734725952148
"mfo.1",1402.42452605162,8,5,0.0641996280348394,1e+300,0.40938401222229
