"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"pso.1",4435.86672319798,7,9,0.0706272699336987,1e+300,2.43034148216248
"pso.1",3416.3682663464,8,7,0.0629951880215667,1e+300,1.84184098243713
"pso.1",271.489990875125,5,8,0.0789098467521835,1e+300,1.64720034599304
"pso.1",3768.01257518819,10,6,0.0399168347434606,1e+300,1.66670107841492
"pso.1",3482.32960002497,4,6,0.0293581777862273,1e+300,1.64144015312195
"pso.1",3366.76313072676,7,9,0.0183145091978367,1e+300,1.64458680152893
"pso.1",3131.31752336631,14,7,0.0511831239643507,1e+300,1.67536020278931
"pso.1",847.116738872137,11,7,0.00370391946844757,1e+300,1.73379778862
"pso.1",2974.78086907649,11,8,0.0500996766563039,1e+300,1.60664319992065
"pso.1",2605.03643681295,6,7,0.0622676994567737,1e+300,1.71250534057617
