"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"bobyqa.1",2000,8,5,0.0208,1e+300,0.535828113555908
"bobyqa.1",2000,8,5,0.0208,1e+300,0.243836641311646
"bobyqa.1",2000,8,5,0.0208,1e+300,0.0669536590576172
"bobyqa.1",2000,8,5,0.0208,1e+300,0.0718505382537842
"bobyqa.1",2000,8,5,0.0208,1e+300,0.0695223808288574
"bobyqa.1",2000,8,5,0.0208,1e+300,0.0697011947631836
"bobyqa.1",2000,8,5,0.0208,1e+300,0.0670385360717773
"bobyqa.1",2000,8,5,0.0208,1e+300,0.0693123340606689
"bobyqa.1",2000,8,5,0.0208,1e+300,0.0697317123413086
"bobyqa.1",2000,8,5,0.0208,1e+300,0.0699634552001953
