"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"hjn.2",2000.9999999,11,5,0.001,1228.25021281036,38.9241206645966
"hjn.2",1998.98899,11,5,0.00201,1188.81973030452,52.9900877475739
"hjn.2",2005.99989,8,5,0.001,1275.20593574943,38.9256553649902
"hjn.2",2004,11,5,0.001,1271.70155382784,29.2335267066956
"hjn.2",2000,9,5,0.001,1190.5700211068,31.2867195606232
"hjn.2",1998.999998,7,5,0.001,1252.88006159826,29.3666143417358
"hjn.2",1999,11,5,0.0010001,1257.27805807062,30.4142408370972
"hjn.2",2002.1,6,5,0.001,1175.72193715916,38.3081543445587
"hjn.2",2005.002,9,5,0.001,1261.85269457887,35.8041951656342
"hjn.2",2003,7,5,0.001,1236.9988397813,35.9488325119019
