"NumTrees","MinNode","Shrinkage","IntDepth","Accuracy","Acc.LCL","Time"
1000,14,0.001,11,0.827380952380952,0.807936507936508,52.2584590911865
1000,15,0.001,11,0.832142857142857,0.810295745290342,51.4852890968323
1500,5,0.001,11,0.841666666666667,0.813184703563288,76.6817953586578
1500,6,0.001,11,0.829761904761905,0.796209108701713,82.4184987545013
1500,7,0.001,11,0.844047619047619,0.823631878327875,85.4353950023651
1500,8,0.001,11,0.836904761904762,0.808635990145272,84.9700825214386
1500,9,0.001,11,0.830952380952381,0.812612651428412,84.5318744182587
1500,10,0.001,11,0.839285714285714,0.809516022182818,84.6585807800293
1500,11,0.001,11,0.84047619047619,0.821680341183932,86.1761665344238
1500,12,0.001,11,0.836904761904762,0.801766762355191,85.0186634063721
1500,13,0.001,11,0.835714285714286,0.805631272994131,85.7220211029053
1500,14,0.001,11,0.832142857142857,0.807931595606432,86.1849935054779
1500,15,0.001,11,0.84047619047619,0.816327474282008,86.5950109958649
2000,5,0.001,11,0.841666666666667,0.822919156543921,114.127844572067
2000,6,0.001,11,0.836904761904762,0.8169081572547,111.126838684082
2000,7,0.001,11,0.839285714285714,0.816410583577054,111.905827522278
2000,8,0.001,11,0.836904761904762,0.811097068535593,114.263355016708
2000,9,0.001,11,0.847619047619048,0.820497009748128,114.317655563354
2000,10,0.001,11,0.844047619047619,0.816780988603018,106.68385219574
2000,11,0.001,11,0.844047619047619,0.813043636826294,102.514869451523
2000,12,0.001,11,0.842857142857143,0.822634920634921,102.859561443329
2000,13,0.001,11,0.844047619047619,0.82085731668959,102.869683504105
2000,14,0.001,11,0.83452380952381,0.808622524937715,102.50585436821
2000,15,0.001,11,0.845238095238095,0.826506725893307,103.391886472702
2500,5,0.001,11,0.841666666666667,0.819654044025201,127.066442966461
2500,6,0.001,11,0.845238095238095,0.821391880123142,127.425545215607
2500,7,0.001,11,0.847619047619048,0.821870021507775,127.456286668777
2500,8,0.001,11,0.847619047619048,0.822106039559493,128.099002361298
2500,9,0.001,11,0.848809523809524,0.822768483076305,128.116263151169
2500,10,0.001,11,0.853571428571429,0.826617192091841,127.817323923111
2500,11,0.001,11,0.848809523809524,0.825463231112051,127.620695114136
2500,12,0.001,11,0.853571428571429,0.820747731922081,129.879135847092
2500,13,0.001,11,0.85,0.828785050693578,129.680090665817
2500,14,0.001,11,0.846428571428571,0.828204655518123,130.484267234802
2500,15,0.001,11,0.842857142857143,0.824850285452802,130.919243097305
3000,5,0.001,11,0.848809523809524,0.823237307018543,154.391448736191
3000,6,0.001,11,0.845238095238095,0.830480799490643,154.523236274719
3000,7,0.001,11,0.841666666666667,0.821369795898911,154.885492086411
3000,8,0.001,11,0.844047619047619,0.818380952380952,155.06879234314
3000,9,0.001,11,0.846428571428571,0.81960933197369,155.063445329666
3000,10,0.001,11,0.85,0.830571117338316,155.441198348999
3000,11,0.001,11,0.838095238095238,0.816880288788816,155.554064035416
3000,12,0.001,11,0.848809523809524,0.816356518850596,155.750700712204
3000,13,0.001,11,0.847619047619048,0.825952665854539,156.538404941559
3000,14,0.001,11,0.846428571428571,0.823238269070543,157.379334449768
3000,15,0.001,11,0.842857142857143,0.81710811674587,157.983848571777
3500,5,0.001,11,0.852380952380952,0.831453092752171,180.545929431915
3500,6,0.001,11,0.854761904761905,0.835147095541809,180.590097904205
3500,7,0.001,11,0.85,0.822347839590574,180.493678092957
3500,8,0.001,11,0.851190476190476,0.824643290154669,181.148511648178
3500,9,0.001,11,0.851190476190476,0.826289437489348,181.179131507874
3500,10,0.001,11,0.842857142857143,0.827775472189625,180.943109035492
3500,11,0.001,11,0.846428571428571,0.817233400172157,181.112900257111
3500,12,0.001,11,0.844047619047619,0.814237313430473,181.826702356339
3500,13,0.001,11,0.852380952380952,0.83174417590763,183.292706489563
3500,14,0.001,11,0.847619047619048,0.826807132703088,184.354536056519
3500,15,0.001,11,0.845238095238095,0.826832513690674,184.976298809052
4000,5,0.001,11,0.842857142857143,0.821471789614016,206.921611309052
4000,6,0.001,11,0.848809523809524,0.819697352497193,206.353392124176
4000,7,0.001,11,0.853571428571429,0.832686972777055,206.593417167664
4000,8,0.001,11,0.853571428571429,0.829967442718439,206.153426885605
4000,9,0.001,11,0.853571428571429,0.824877858078123,207.01735496521
4000,10,0.001,11,0.855952380952381,0.832762078594352,207.6431016922
4000,11,0.001,11,0.847619047619048,0.835670598677919,209.592703104019
4000,12,0.001,11,0.846428571428571,0.812268273919242,210.433067321777
4000,13,0.001,11,0.84047619047619,0.81486851415795,211.129089593887
4000,14,0.001,11,0.855952380952381,0.827812299262186,211.813841581345
4000,15,0.001,11,0.846428571428571,0.822217309892146,213.021067380905
4500,5,0.001,11,0.844047619047619,0.813436356696712,233.185086011887
4500,6,0.001,11,0.854761904761905,0.828089683118266,232.214596271515
4500,7,0.001,11,0.85,0.820444444444444,231.963469743729
4500,8,0.001,11,0.846428571428571,0.826311322518651,234.246590614319
4500,9,0.001,11,0.842857142857143,0.822634920634921,234.445647716522
4500,10,0.001,11,0.851190476190476,0.821830008942201,235.534359455109
4500,11,0.001,11,0.853571428571429,0.824877858078123,236.14190030098
4500,12,0.001,11,0.852380952380952,0.825845162433258,236.186595916748
4500,13,0.001,11,0.842857142857143,0.818808837560213,237.530691623688
4500,14,0.001,11,0.852380952380952,0.828995824681261,241.040264129639
4500,15,0.001,11,0.848809523809524,0.826796901168058,240.009062051773
5000,5,0.001,11,0.848809523809524,0.810698412698413,259.813281297684
5000,6,0.001,11,0.846428571428571,0.814275196704091,261.008216142654
5000,7,0.001,11,0.846428571428571,0.815424589207246,261.142290592194
5000,8,0.001,11,0.851190476190476,0.820421524387372,262.307525396347
5000,9,0.001,11,0.851190476190476,0.830248168607175,263.592185974121
5000,10,0.001,11,0.846428571428571,0.826311322518651,262.36684513092
5000,11,0.001,11,0.848809523809524,0.821855287329936,264.427093267441
5000,12,0.001,11,0.852380952380952,0.833585103088694,264.845149993896
5000,13,0.001,11,0.847619047619048,0.817737801177694,266.379374742508
5000,14,0.001,11,0.847619047619048,0.822344261471291,264.428264379501
5000,15,0.001,11,0.848809523809524,0.823237307018543,266.39167714119
5500,5,0.001,11,0.846428571428571,0.822468470849628,285.653868436813
5500,6,0.001,11,0.85,0.830571117338316,286.510905504227
5500,7,0.001,11,0.847619047619048,0.824079220585059,286.869097948074
5500,8,0.001,11,0.851190476190476,0.822036775368712,287.719222784042
5500,9,0.001,11,0.854761904761905,0.829012878650632,288.504662752151
5500,10,0.001,11,0.844047619047619,0.826848351190678,287.11466383934
5500,11,0.001,11,0.847619047619048,0.812352163911811,288.809418916702
5500,12,0.001,11,0.845238095238095,0.820642602325675,290.898171663284
5500,13,0.001,11,0.845238095238095,0.81572350374319,291.989533901215
5500,14,0.001,11,0.839285714285714,0.826624409377637,294.652482509613
