"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"hjn.100",1999,8,5,0.01,1182700264.03728,222.111724376678
"hjn.100",2003,12,5,0.001,1326376109.8198,236.19066119194
"hjn.100",2000,7,5,0.01,1348065296.7675,173.659360170364
"hjn.100",2002,10,6,0.01,1320316401.24646,280.843622684479
"hjn.100",2000.02,8,5,0.002,1200086802.88602,233.324614048004
"hjn.100",2000.02,8,5,0.1,1224984898.67164,207.765886068344
"hjn.100",2000,7,5,0.001,1273702070.62412,187.318399190903
"hjn.100",2002,13,5,0.01,1221211360.56342,224.454824447632
"hjn.100",2000.9999,8,5,0.010001,1269300603.89212,286.487117052078
"hjn.100",2000,8,5,0.01,1055565036.64358,263.123599290848
