"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"alo.1",2281.5964878077,9,7,0.0158675464643129,708901013.234243,7516.58436799049
"alo.1",4302.47013498651,4,9,0.028875520119196,887287375.343302,8097.64297127724
"alo.1",2881.87114676724,8,8,0.0761484905938869,734329090.948979,12854.3518209457
"alo.1",1387.8110747968,5,6,0.0309751763285545,674343821.715579,4507.29080247879
"alo.1",2707.65103992503,10,6,0.0410767115582081,810375350.177602,10231.3663771152
"alo.1",2280.92782876949,5,7,0.0577237047255039,910214026.081955,5020.16916179657
"alo.1",2110.72159965061,6,7,0.0500974797070242,922465179.645438,6405.21370792389
"alo.1",3094.49137060446,12,8,0.0220397594049316,981838400.038991,12799.4191029072
"alo.1",4701.64131398106,6,6,0.0491690982917071,748920453.12144,9019.99905896187
"alo.1",4364.73829243332,8,10,0.0679368822672404,718241294.868576,10721.4839954376
