"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"Rcgmin.2",2000,8,5,0.00999999999222113,633004890.72505,15631.7638688087
"Rcgmin.2",2000,8,5,0.01,681585305.997872,2466.89306116104
"Rcgmin.2",2000,8,5,0.01,671112862.458752,2478.39377045631
"Rcgmin.2",2000,8,5,0.0100000768836173,633677561.68063,96714.0420832634
"Rcgmin.2",2000,8,5,0.01,668611744.029983,2121.13014578819
"Rcgmin.2",2000,8,5,0.0100000036399358,649826629.604287,41190.4116060734
"Rcgmin.2",2000,8,5,0.01,656865617.26337,2837.16962432861
"Rcgmin.2",2000,8,5,0.01,669182838.987545,2127.51142406464
"Rcgmin.2",2000,8,5,0.01,618735714.351322,2117.49933195114
"Rcgmin.2",2000,8,5,0.0099998974843787,649012833.289152,9923.85331511497
