"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"goa.1",464.926487867202,13,10,0.0483910984730579,802819532.760172,2968.18124628067
"goa.1",729.464063044402,7,6,0.0193550284546044,671161366.774221,2528.46966648102
"goa.1",4429.17241114797,4,7,0.0550295789761,722464059.983066,6874.94400596619
"goa.1",3620.41111656521,8,6,0.00892207311478772,741042301.692881,10687.4160559177
"goa.1",498.95070009853,4,8,0.0424892206243427,673148718.506466,1319.49822211266
"goa.1",1549.63301007529,4,10,0.0569108565678626,920649354.877106,2985.07337713242
"goa.1",1373.753508972,10,7,0.0118434970395174,702080568.000394,5587.97915792465
"goa.1",1734.6151223781,10,5,0.00527722571704328,706948075.231703,6687.37802934647
"goa.1",1991.90370526889,3,8,0.048267230853268,673264727.032524,2604.66024446487
"goa.1",4079.16762868559,7,10,0.0301715504873228,861105374.272901,10566.5702805519
