"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"woa.1",3331.91850660205,6,10,0.00748937764985329,703913053.328189,6827.11755251884
"woa.1",2251.42321099608,15,10,0.0202824799658971,687338828.471556,10058.785851717
"woa.1",790.605959529057,12,5,0.00880952848913148,679375232.654909,4963.67473936081
"woa.1",1054.09031878403,5,6,0.0255778826692187,785185593.164485,3856.36431837082
"woa.1",613.73184282378,12,7,0.0469957507035399,757146984.100778,3475.29063630104
"woa.1",1858.95427882206,6,7,0.0193146148361266,922395928.728901,4435.86333107948
"woa.1",2735.6010873473,4,10,0.1,705955033.431843,4284.70134472847
"woa.1",3073.43425836014,6,5,0.0437967644672809,905471796.979602,7464.85057926178
"woa.1",2233.45866811734,13,9,0.0176093863588986,928885489.739929,10955.5573415756
"woa.1",1229.07351474662,6,9,0.0281824756932684,705430551.914587,2809.8197684288
