"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"ffa.1",311.838034529891,5,10,0.001,4134573251.42214,1320.49826598167
"ffa.1",3903.75900046839,3,10,0.0631187525335699,742653613.097219,4853.81827902794
"ffa.1",3666.04731469057,4,6,0.0818434250541031,1024297295.94937,5842.14432287216
"ffa.1",1617.75680962414,6,10,0.001,1302718454.90373,4056.77820634842
"ffa.1",925.97790292413,2,9,0.001,2649352340.38632,1437.58815145493
"ffa.1",3125.89983145664,7,7,0.1,779588280.491414,7770.0308983326
"ffa.1",1880.11954268278,7,5,0.001,1097208383.18611,5278.34579634666
"ffa.1",311.532652420504,9,9,0.001,4020110464.52757,1572.66107368469
"ffa.1",2665.80901224781,9,8,0.1,883993298.866466,8982.19149708748
"ffa.1",1189.29547003261,10,7,0.001,1618294266.89503,5359.84470248222
