"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"bobyqa.1",2000.00043949048,8,5,0.0208354490529242,799051036.702782,2061.78233718872
"bobyqa.1",2000.00032566159,8,5,0.0549248003403483,741912326.642607,1617.69602417946
"bobyqa.1",2000.02043634003,8,5,0.022073113054266,766681851.063655,1837.58499526978
"bobyqa.1",1999.9999805569,8,5,0.0207578235551494,685995247.666843,1574.15982437134
"bobyqa.1",1999.99866900872,8,5,0.0112681407705226,777425848.702856,1758.04897546768
"bobyqa.1",1999.98017615623,8,5,0.0208129690672195,898448929.608719,1730.73993039131
"bobyqa.1",1999.97379350164,8,5,0.0171067691135863,717493647.624461,1943.16162991524
"bobyqa.1",1999.98020638794,8,5,0.0205149538120966,861585529.56539,1731.81743001938
"bobyqa.1",2000.00008919466,8,5,0.0208178393291629,820809156.876823,1572.16735267639
"bobyqa.1",2000.01982159636,8,5,0.0207656295572537,778572647.343591,1625.8200109005
