"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"ga.100",3120.24846935482,5,6,0.0165289056646014,1329408831.04142,375.344059467316
"ga.100",3699.86156245976,2,6,0.0535314048506245,1426457867.91486,359.907618761063
"ga.100",1416.73550914228,6,5,0.0854609310626984,1483865329.97617,249.022031545639
"ga.100",3383.13571372789,8,6,0.0442843413153514,1397407215.63609,379.038607358932
"ga.100",1444.43957866748,11,7,0.0689035926554864,1350879260.69094,362.374023914337
"ga.100",3459.98260533638,12,6,0.0716031602813016,1343139486.44051,271.745724916458
"ga.100",2551.18480112437,9,7,0.0265690616888765,1386141287.08215,404.699347496033
"ga.100",583.290851499054,5,7,0.0390832032772286,1320428623.81949,295.029932260513
"ga.100",539.773875137325,13,8,0.0174495405335911,1399913626.49738,194.681248188019
"ga.100",2114.20666132833,6,7,0.0856288658608245,1408087093.43045,336.231762647629
