"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"hjn.1",1997.99999,5,9,0.01,627273326.278069,5196.6864528656
"hjn.1",2001,6,5,0.01,616790959.351834,4459.41256666183
"hjn.1",2001,9,5,0.1,678205468.149104,3432.93008947372
"hjn.1",2001.99999,9,6,0.01,647860020.525249,6824.61534547806
"hjn.1",2000.9,8,5,0.01,645151525.105334,4433.68942737579
"hjn.1",2002,8,5,0.01,644775261.451254,4421.80198097229
"hjn.1",2001,8,5,0.00999,642599627.309093,4469.959233284
"hjn.1",2000,8,6,0.01,635897711.044417,5127.46139883995
"hjn.1",2003.0001,7,9,0.01,631998416.510768,5881.8924934864
"hjn.1",2000,8,5,0.02,649198140.420398,4768.32281374931
