"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"hs.1",1834.28332583585,4,10,0.0386146448203363,623795223.783396,6157.12352561951
"hs.1",2371.39368043281,3,7,0.0254803452272899,644854864.821056,6416.45138168335
"hs.1",793.650609075022,6,9,0.0353124319410417,848172196.221107,6997.56884264946
"hs.1",4622.59103079559,5,9,0.0124532360669691,876572839.968149,8904.76820397377
"hs.1",1422.76359260492,5,8,0.0590769599510823,749883952.545216,9214.53948736191
"hs.1",3783.99359148638,6,9,0.0204042537135538,747501835.36832,7027.98634314537
"hs.1",3202.36187153496,3,7,0.0313841116945259,724361208.400379,7178.87859916687
"hs.1",1053.5237851087,5,8,0.0659282438934315,876824453.211563,6815.91225552559
"hs.1",188.203819293668,5,8,0.0473977682450786,721031243.726793,5904.25812101364
"hs.1",1311.98059984017,7,5,0.0248710460443981,740201988.18345,5908.23720574379
