"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"hjkb.1",1997.19586181641,6,7,0.0170343017578125,617359025.439347,23451.6187450886
"hjkb.1",2000.02893447876,7,5,0.013997802734375,655800139.876518,21684.28185606
"hjkb.1",2001.63611602783,6,6,0.0163362121582031,640551443.126948,23428.7962114811
"hjkb.1",2001.4239654541,7,7,0.0267274475097656,665322895.455669,25643.5118083954
"hjkb.1",2003.52443313599,4,5,0.0135629272460937,608818151.045385,15989.7514877319
"hjkb.1",1997.03035736084,4,5,0.00781417846679688,660062381.439407,16710.4440333843
"hjkb.1",1997.6463470459,7,5,0.0285127258300781,642365684.387669,23544.5231151581
"hjkb.1",2000.99096679688,8,5,0.0401132202148438,693770157.02219,30617.5833723545
"hjkb.1",2001.4596862793,8,8,0.00539947509765625,638674078.19286,32072.5548219681
"hjkb.1",1998.59722518921,10,5,0.00683761596679688,662044933.821155,38771.5459475517
