"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"goa.1",2273.81930842328,13,5,0.0771437545311647,0.161904761904762,4056.82407689095
"goa.1",1668.92601608813,7,7,0.00678354217399948,0.147619047619048,1790.61769390106
"goa.1",2438.15849960083,4,8,0.0279342125563417,0.173809523809524,1734.68241596222
"goa.1",2700.37189672306,10,9,0.0103971645082347,0.163095238095238,3755.95083904266
"goa.1",2559.62228525847,10,9,0.0490241460146906,0.172619047619048,3759.64763712883
"goa.1",2688.13917658149,6,7,0.0910339020846753,0.15952380952381,2436.72735023499
"goa.1",1596.97073688001,12,5,0.00397899153895801,0.146428571428571,2482.9393799305
"goa.1",967.814315298544,3,10,0.00961606229796977,0.172619047619048,590.968863964081
"goa.1",740.636328126716,13,5,0.0371457595247061,0.15952380952381,1370.48777961731
"goa.1",784.434019627997,14,9,0.0264606685965629,0.15,1674.34152984619
