"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"hjn.3",501.99999,5,9,0.09002,0.15,226.33509349823
"hjn.3",500.21,6,9,0.09,0.144047619047619,310.239874839783
"hjn.3",498.99,5,9,0.1,0.15,197.877635240555
"hjn.3",498.9999,5,8,0.09,0.145238095238095,194.280736207962
"hjn.3",500,4,8,0.1,0.148809523809524,140.926761865616
"hjn.3",501,6,9,0.09,0.148809523809524,255.599604129791
"hjn.3",500.999999,5,8,0.1,0.15,186.283306837082
"hjn.3",499.1,5,8,0.09,0.153571428571429,189.529129266739
"hjn.3",500,6,9,0.09,0.151190476190476,247.296663284302
"hjn.3",500,5,8,0.1,0.148809523809524,162.500726222992
