"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"Rcgmin.1",500,5,8,0.09,0.164285714285714,36.7436439990997
"Rcgmin.1",500,5,8,0.09,0.15952380952381,32.1960639953613
"Rcgmin.1",500,5,8,0.09,0.157142857142857,35.5434045791626
"Rcgmin.1",500,5,8,0.09,0.15,31.7761704921722
"Rcgmin.1",500,5,8,0.09,0.157142857142857,35.0827713012695
"Rcgmin.1",500,5,8,0.09,0.158333333333333,39.1213154792786
"Rcgmin.1",500,5,8,0.09,0.152380952380952,31.5262079238892
"Rcgmin.1",499.999999999999,5,8,0.0899999766770439,0.14047619047619,6142.95093297958
"Rcgmin.1",500,5,8,0.09,0.153571428571429,30.5601305961609
"Rcgmin.1",500,5,8,0.09,0.160714285714286,34.1577770709991
