"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"spg.1",499.999747705208,5,8,0.0899999151229861,0.152380952380952,227.54060959816
"spg.1",499.999999999786,5,8,0.0899999999876431,0.146428571428571,603.664411306381
"spg.1",500,5,8,0.0900006103515658,0.154761904761905,109.349842786789
"spg.1",500.000360569506,5,8,0.0898702468100415,0.148809523809524,426.247324705124
"spg.1",500.000003194331,5,8,0.0899972805616713,0.145238095238095,765.13453412056
"spg.1",499.999959003309,5,8,0.0899999873907223,0.154761904761905,243.662728309631
"spg.1",500.000108991355,5,8,0.0900000762939484,0.154761904761905,288.241059780121
"spg.1",500.000290643605,5,8,0.0899945678710299,0.154761904761905,126.470622777939
"spg.1",500.000726609017,5,8,0.0900003051757871,0.15952380952381,136.129959821701
"spg.1",500.000172369594,5,8,0.089971014012592,0.14047619047619,1132.58445477486
