"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"bobyqa.2",500.000011317276,5,8,0.0801879114917343,0.151190476190476,513.991500616074
"bobyqa.2",499.999537678493,5,8,0.0867882252757066,0.167857142857143,602.80788731575
"bobyqa.2",499.986141413399,5,8,0.0843274451866239,0.157142857142857,603.091085195541
"bobyqa.2",500.000365565868,5,8,0.0800080060266789,0.167857142857143,582.044892549515
"bobyqa.2",500,5,8,0.1,0.16547619047619,528.67058467865
"bobyqa.2",499.999937757761,5,8,0.1,0.160714285714286,614.795527458191
"bobyqa.2",499.999867363969,5,8,0.0802994982153604,0.170238095238095,540.024309635162
"bobyqa.2",499.9802,5,8,0.0802,0.164285714285714,539.414722204208
"bobyqa.2",499.999962492074,5,8,0.0804183206716085,0.154761904761905,524.092590332031
"bobyqa.2",499.997598463917,5,8,0.077970746278592,0.152380952380952,575.373035907745
