"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"gwo.2",757.985958748058,9,6,0.00595461316753564,0.15952380952381,5234.43742632866
"gwo.2",501.033336961036,5,8,0.0372679938537373,0.157142857142857,3278.14242911339
"gwo.2",1349.36650312738,9,12,0.00428380410978571,0.157142857142857,9802.98696255684
"gwo.2",459.639395602017,15,6,0.00883964686179134,0.15,3253.1991186142
"gwo.2",1833.91149315055,10,7,0.0129848779344152,0.155952380952381,13698.4142587185
"gwo.2",608.157814442476,8,7,0.025857751725131,0.155952380952381,4104.59805130959
"gwo.2",938.86671710602,12,7,0.0349483501457431,0.152380952380952,6399.14253282547
"gwo.2",223.334848840096,10,12,0.0538338714168881,0.151190476190476,2782.29504489899
"gwo.2",1122.87313574481,15,5,0.0265236668964604,0.158333333333333,10039.1673238277
"gwo.2",2171.95763376755,6,7,0.0289288674572073,0.15952380952381,8241.82220625877
