"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"ga.1",586.350199009757,6,8,0.0265474276884238,0.136904761904762,3211.18302178383
"ga.1",2100.06534709036,9,6,0.0676047950983047,0.139285714285714,1991.48784184456
"ga.1",1626.08191099042,11,6,0.0916288432078436,0.14047619047619,2495.81731438637
"ga.1",1379.1784414649,6,10,0.037850484251976,0.145238095238095,1709.56908988953
"ga.1",1054.8112323042,10,7,0.0232050628110301,0.142857142857143,1893.51291942596
"ga.1",556.548486894462,11,11,0.0182234286426101,0.135714285714286,1514.49921560287
"ga.1",556.548486894462,11,11,0.0182234286426101,0.135714285714286,1628.41045546532
"ga.1",689.124850125109,10,9,0.0400729415575589,0.134523809523809,2022.99919271469
"ga.1",1735.07558298111,9,6,0.0408667474985123,0.142857142857143,1624.44370555878
"ga.1",1032.0605696082,12,9,0.0330231499514491,0.134523809523809,2010.50630283356
