"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"nmkb.2",1461.99785633653,7,9,0.0949086669290105,0.147619047619048,4140.33313679695
"nmkb.2",802.062452731609,13,9,0.0944749143396897,0.147619047619048,4723.45670056343
"nmkb.2",394.937676161693,6,12,0.0973706759159989,0.147619047619048,1287.05219483376
"nmkb.2",551.272814619842,7,9,0.0990079579418344,0.147619047619048,1877.61579060555
"nmkb.2",445.219796947012,4,6,0.0839937742251519,0.15,952.403302431107
"nmkb.2",613.800238676554,11,9,0.0996264679662897,0.145238095238095,2447.16223287582
"nmkb.2",1979.45123775521,11,12,0.0989521564294233,0.148809523809524,8809.87292742729
"nmkb.2",618.935415958484,6,12,0.0982682038633652,0.152380952380952,1717.43037486076
"nmkb.2",913.395723190885,14,7,0.0992350377782098,0.144047619047619,4862.5992500782
"nmkb.2",1613.24408547368,5,11,0.098255109578578,0.146428571428571,3830.8538043499
