"Optimizer","Cost","Gamma","Time","Error"
"ALO.1",362.5402120176,-6.25404111521895,112.48739695549,0.110576923076923
"ALO.1",362.5402120176,-6.25404111521895,109.689843654633,0.110576923076923
"ALO.1",362.5402120176,-6.25404111521895,108.400853395462,0.110576923076923
"ALO.1",362.5402120176,-6.25404111521895,107.426318407059,0.110576923076923
"ALO.1",362.5402120176,-6.25404111521895,107.726183891296,0.110576923076923
"ALO.1",362.5402120176,-6.25404111521895,107.84150147438,0.110576923076923
"ALO.1",362.5402120176,-6.25404111521895,107.981477499008,0.110576923076923
"ALO.1",362.5402120176,-6.25404111521895,108.968303918839,0.110576923076923
"ALO.1",362.5402120176,-6.25404111521895,108.810224533081,0.110576923076923
"ALO.1",362.5402120176,-6.25404111521895,107.979006052017,0.110576923076923
