"Optimizer","Cost","Gamma","Time","Error"
"MFO.1",780.233169527492,31.2891792240553,158.424344062805,0.466346153846154
"MFO.1",780.233169527492,31.2891792240553,156.576785087585,0.466346153846154
"MFO.1",780.233169527492,31.2891792240553,152.951833724976,0.466346153846154
"MFO.1",780.233169527492,31.2891792240553,150.8826649189,0.466346153846154
"MFO.1",780.233169527492,31.2891792240553,152.422805309296,0.466346153846154
"MFO.1",780.233169527492,31.2891792240553,151.402106285095,0.466346153846154
"MFO.1",780.233169527492,31.2891792240553,153.469348907471,0.466346153846154
"MFO.1",780.233169527492,31.2891792240553,154.641822576523,0.466346153846154
"MFO.1",780.233169527492,31.2891792240553,147.156592845917,0.466346153846154
"MFO.1",780.233169527492,31.2891792240553,147.364616632462,0.466346153846154
