"Optimizer","Cost","Gamma","Time","Error"
"WOA.2",342.198451053379,-5,120.046671628952,0.115384615384615
"WOA.2",342.198451053379,-5,117.771197080612,0.115384615384615
"WOA.2",342.198451053379,-5,117.041714668274,0.115384615384615
"WOA.2",342.198451053379,-5,115.333589792252,0.115384615384615
"WOA.2",342.198451053379,-5,115.490008831024,0.115384615384615
"WOA.2",342.198451053379,-5,115.318962574005,0.115384615384615
"WOA.2",342.198451053379,-5,116.131129980087,0.115384615384615
"WOA.2",342.198451053379,-5,115.957096338272,0.115384615384615
"WOA.2",342.198451053379,-5,116.391481161118,0.115384615384615
"WOA.2",342.198451053379,-5,115.402013778687,0.115384615384615
